index,name,symbol,Difficulty Lvl,Move Rate,Armor Class,Magic Resist,Alignment,generation flags,Attack 1,Attack 2,Attack 3,Attack 4,Attack 5,Attack 6,Weight,Nutrition,Sound,Size,Resistance,Resist Conveyed,Flags 1,Flags 2,Flags 3,color,Comment,,
219,pit viper,S_SNAKE,6,15,2,0,0,G_GENO | 1,"ATTK(AT_BITE, AD_DRST, 1, 4)","ATTK(AT_BITE, AD_DRST, 1, 4)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,100,60,MS_HISS,MZ_MEDIUM,MR_POISON,MR_POISON,M1_SWIM | M1_CONCEAL | M1_NOLIMBS | M1_ANIMAL | M1_SLITHY | M1_POIS| M1_CARNIVORE | M1_OVIPAROUS | M1_NOTAKE,M2_HOSTILE,M3_INFRAVISION,CLR_BLUE,Snakes,,
220,cobra,S_SNAKE,6,18,2,0,0,G_GENO | 1,"ATTK(AT_BITE, AD_DRST, 2, 4)","ATTK(AT_SPIT, AD_BLND, 0, 0)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,250,100,MS_HISS,MZ_MEDIUM,MR_POISON,MR_POISON,M1_SWIM | M1_CONCEAL | M1_NOLIMBS | M1_ANIMAL | M1_SLITHY | M1_POIS| M1_CARNIVORE | M1_OVIPAROUS | M1_NOTAKE,M2_HOSTILE,,CLR_BLUE,Snakes,,
221,troll,S_TROLL,7,12,4,0,-3,G_GENO | 2,"ATTK(AT_WEAP, AD_PHYS, 4, 2)","ATTK(AT_CLAW, AD_PHYS, 4, 2)","ATTK(AT_BITE, AD_PHYS, 2, 6)",NO_ATTK,NO_ATTK,NO_ATTK,800,350,MS_GRUNT,MZ_LARGE,,,M1_HUMANOID | M1_REGEN | M1_CARNIVORE,M2_STRONG | M2_STALK | M2_HOSTILE,M3_INFRAVISIBLE | M3_INFRAVISION,CLR_BROWN,Trolls,,
222,ice troll,S_TROLL,9,10,2,20,-3,G_NOHELL | G_GENO | 1,"ATTK(AT_WEAP, AD_PHYS, 2, 6)","ATTK(AT_CLAW, AD_COLD, 2, 6)","ATTK(AT_BITE, AD_PHYS, 2, 6)",NO_ATTK,NO_ATTK,NO_ATTK,1000,300,MS_GRUNT,MZ_LARGE,MR_COLD,MR_COLD,M1_HUMANOID | M1_REGEN | M1_CARNIVORE,M2_STRONG | M2_STALK | M2_HOSTILE,M3_INFRAVISIBLE | M3_INFRAVISION,CLR_WHITE,Trolls,,
223,rock troll,S_TROLL,9,12,0,0,-3,G_GENO | 1,"ATTK(AT_WEAP, AD_PHYS, 3, 6)","ATTK(AT_CLAW, AD_PHYS, 2, 8)","ATTK(AT_BITE, AD_PHYS, 2, 6)",NO_ATTK,NO_ATTK,NO_ATTK,1200,300,MS_GRUNT,MZ_LARGE,,,M1_HUMANOID | M1_REGEN | M1_CARNIVORE,M2_STRONG | M2_STALK | M2_HOSTILE | M2_COLLECT,M3_INFRAVISIBLE | M3_INFRAVISION,CLR_CYAN,Trolls,,
224,water troll,S_TROLL,11,14,4,40,-3,G_NOGEN | G_GENO,"ATTK(AT_WEAP, AD_PHYS, 2, 8)","ATTK(AT_CLAW, AD_PHYS, 2, 8)","ATTK(AT_BITE, AD_PHYS, 2, 6)",NO_ATTK,NO_ATTK,NO_ATTK,1200,350,MS_GRUNT,MZ_LARGE,,,M1_HUMANOID | M1_REGEN | M1_CARNIVORE | M1_SWIM,M2_STRONG | M2_STALK | M2_HOSTILE,M3_INFRAVISIBLE | M3_INFRAVISION,CLR_BLUE,Trolls,,
225,Olog-hai,S_TROLL,13,12,-4,0,-7,G_GENO | 1,"ATTK(AT_WEAP, AD_PHYS, 3, 6)","ATTK(AT_CLAW, AD_PHYS, 2, 8)","ATTK(AT_BITE, AD_PHYS, 2, 6)",NO_ATTK,NO_ATTK,NO_ATTK,1500,400,MS_GRUNT,MZ_LARGE,,,M1_HUMANOID | M1_REGEN | M1_CARNIVORE,M2_STRONG | M2_STALK | M2_HOSTILE | M2_COLLECT,M3_INFRAVISIBLE | M3_INFRAVISION,HI_LORD,Trolls,,
226,umber hulk,S_UMBER,9,6,2,25,0,G_GENO | 2,"ATTK(AT_CLAW, AD_PHYS, 3, 4)","ATTK(AT_CLAW, AD_PHYS, 3, 4)","ATTK(AT_BITE, AD_PHYS, 2, 5)","ATTK(AT_GAZE, AD_CONF, 0, 0)",NO_ATTK,NO_ATTK,1200,500,MS_SILENT,MZ_LARGE,,,M1_TUNNEL | M1_CARNIVORE,M2_STRONG,M3_INFRAVISIBLE,CLR_BROWN,Umber hulk,,
227,vampire,S_VAMPIRE,10,12,1,25,-8,G_GENO | G_NOCORPSE | 1,"ATTK(AT_CLAW, AD_PHYS, 1, 6)","ATTK(AT_BITE, AD_DRLI, 1, 6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,WT_HUMAN,400,MS_VAMPIRE,MZ_HUMAN,MR_SLEEP | MR_POISON,,M1_FLY | M1_BREATHLESS | M1_HUMANOID | M1_POIS | M1_REGEN,M2_UNDEAD | M2_STALK | M2_HOSTILE | M2_STRONG | M2_NASTY| M2_SHAPESHIFTER,M3_INFRAVISIBLE,CLR_RED,Vampires,,
228,vampire lord,S_VAMPIRE,12,14,0,50,-9,G_GENO | G_NOCORPSE | 1,"ATTK(AT_CLAW, AD_PHYS, 1, 8)","ATTK(AT_BITE, AD_DRLI, 1, 8)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,WT_HUMAN,400,MS_VAMPIRE,MZ_HUMAN,MR_SLEEP | MR_POISON,,M1_FLY | M1_BREATHLESS | M1_HUMANOID | M1_POIS | M1_REGEN,M2_UNDEAD | M2_STALK | M2_HOSTILE | M2_STRONG | M2_NASTY | M2_LORD| M2_MALE | M2_SHAPESHIFTER,M3_INFRAVISIBLE,CLR_BLUE,Vampires,,
229,vampire mage,S_VAMPIRE,20,14,-4,50,-9,G_GENO | G_NOCORPSE | 1,"ATTK(AT_CLAW, AD_DRLI, 2, 8)","ATTK(AT_BITE, AD_DRLI, 1, 8)","ATTK(AT_MAGC, AD_SPEL, 2, 6)",NO_ATTK,NO_ATTK,NO_ATTK,WT_HUMAN,400,MS_VAMPIRE,MZ_HUMAN,MR_SLEEP | MR_POISON,,M1_FLY | M1_BREATHLESS | M1_HUMANOID | M1_POIS | M1_REGEN,M2_UNDEAD | M2_STALK | M2_HOSTILE | M2_STRONG | M2_NASTY | M2_LORD| M2_MALE | M2_MAGIC | M2_SHAPESHIFTER,M3_INFRAVISIBLE,HI_ZAP,Vampires,DEFERRED,
230,Vlad the Impaler,S_VAMPIRE,14,18,-3,80,-10,G_NOGEN | G_NOCORPSE | G_UNIQ,"ATTK(AT_WEAP, AD_PHYS, 1, 10)","ATTK(AT_BITE, AD_DRLI, 1, 10)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,WT_HUMAN,400,MS_VAMPIRE,MZ_HUMAN,MR_SLEEP | MR_POISON,,M1_FLY | M1_BREATHLESS | M1_HUMANOID | M1_POIS | M1_REGEN,M2_NOPOLY | M2_UNDEAD | M2_STALK | M2_HOSTILE | M2_PNAME | M2_STRONG| M2_NASTY | M2_PRINCE | M2_MALE | M2_SHAPESHIFTER,M3_WAITFORU | M3_WANTSCAND | M3_INFRAVISIBLE,HI_LORD,Vampires,,
231,barrow wight,S_WRAITH,3,12,5,5,-3,G_GENO | G_NOCORPSE | 1,"ATTK(AT_WEAP, AD_DRLI, 0, 0)","ATTK(AT_MAGC, AD_SPEL, 0, 0)","ATTK(AT_CLAW, AD_PHYS, 1, 4)",NO_ATTK,NO_ATTK,NO_ATTK,1200,0,MS_SPELL,MZ_HUMAN,MR_COLD | MR_SLEEP | MR_POISON,,M1_BREATHLESS | M1_HUMANOID,M2_UNDEAD | M2_STALK | M2_HOSTILE | M2_COLLECT,,CLR_GRAY,Wraiths,,
232,wraith,S_WRAITH,6,12,4,15,-6,G_GENO | 2,"ATTK(AT_TUCH, AD_DRLI, 1, 6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,0,0,MS_SILENT,MZ_HUMAN,MR_COLD | MR_SLEEP | MR_POISON | MR_STONE,,M1_BREATHLESS | M1_FLY | M1_HUMANOID | M1_UNSOLID,M2_UNDEAD | M2_STALK | M2_HOSTILE,,CLR_BLACK,Wraiths,,
233,Nazgul,S_WRAITH,13,12,0,25,-17,G_GENO | G_NOCORPSE | 1,"ATTK(AT_WEAP, AD_DRLI, 1, 4)","ATTK(AT_BREA, AD_SLEE, 2, 25)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,WT_HUMAN,0,MS_SPELL,MZ_HUMAN,MR_COLD | MR_SLEEP | MR_POISON,,M1_BREATHLESS | M1_HUMANOID,M2_NOPOLY | M2_UNDEAD | M2_STALK | M2_STRONG | M2_HOSTILE | M2_MALE| M2_COLLECT,,HI_LORD,Wraiths,,
234,xorn,S_XORN,8,9,-2,20,0,G_GENO | 1,"ATTK(AT_CLAW, AD_PHYS, 1, 3)","ATTK(AT_CLAW, AD_PHYS, 1, 3)","ATTK(AT_CLAW, AD_PHYS, 1, 3)","ATTK(AT_BITE, AD_PHYS, 4, 6)",NO_ATTK,NO_ATTK,1200,700,MS_ROAR,MZ_MEDIUM,MR_FIRE | MR_COLD | MR_STONE,MR_STONE,M1_BREATHLESS | M1_WALLWALK | M1_THICK_HIDE | M1_METALLIVORE,M2_HOSTILE | M2_STRONG,,CLR_BROWN,Xorn,,
235,monkey,S_YETI,2,12,6,0,0,G_GENO | 1,"ATTK(AT_CLAW, AD_SITM, 0, 0)","ATTK(AT_BITE, AD_PHYS, 1, 3)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,100,50,MS_GROWL,MZ_SMALL,,,M1_ANIMAL | M1_HUMANOID | M1_OMNIVORE,,M3_INFRAVISIBLE,CLR_GRAY,Apelike beasts,"tameable via banana; does not grow up into ape... not flagged as domestic, so no guilt penalty for eating non-pet one",
236,ape,S_YETI,4,12,6,0,0,G_GENO | G_SGROUP | 2,"ATTK(AT_CLAW, AD_PHYS, 1, 3)","ATTK(AT_CLAW, AD_PHYS, 1, 3)","ATTK(AT_BITE, AD_PHYS, 1, 6)",NO_ATTK,NO_ATTK,NO_ATTK,1100,500,MS_GROWL,MZ_LARGE,,,M1_ANIMAL | M1_HUMANOID | M1_OMNIVORE,M2_STRONG,M3_INFRAVISIBLE,CLR_BROWN,Apelike beasts,"tameable via banana; does not grow up into ape... not flagged as domestic, so no guilt penalty for eating non-pet one",
237,owlbear,S_YETI,5,12,5,0,0,G_GENO | 3,"ATTK(AT_CLAW, AD_PHYS, 1, 6)","ATTK(AT_CLAW, AD_PHYS, 1, 6)","ATTK(AT_HUGS, AD_PHYS, 2, 8)",NO_ATTK,NO_ATTK,NO_ATTK,1700,700,MS_ROAR,MZ_LARGE,,,M1_ANIMAL | M1_HUMANOID | M1_CARNIVORE,M2_HOSTILE | M2_STRONG | M2_NASTY,M3_INFRAVISIBLE,CLR_BROWN,Apelike beasts,"tameable via banana; does not grow up into ape... not flagged as domestic, so no guilt penalty for eating non-pet one",
238,yeti,S_YETI,5,15,6,0,0,G_GENO | 2,"ATTK(AT_CLAW, AD_PHYS, 1, 6)","ATTK(AT_CLAW, AD_PHYS, 1, 6)","ATTK(AT_BITE, AD_PHYS, 1, 4)",NO_ATTK,NO_ATTK,NO_ATTK,1600,700,MS_GROWL,MZ_LARGE,MR_COLD,MR_COLD,M1_ANIMAL | M1_HUMANOID | M1_CARNIVORE,M2_HOSTILE | M2_STRONG,M3_INFRAVISIBLE,CLR_WHITE,Apelike beasts,"tameable via banana; does not grow up into ape... not flagged as domestic, so no guilt penalty for eating non-pet one",
239,carnivorous ape,S_YETI,6,12,6,0,0,G_GENO | 1,"ATTK(AT_CLAW, AD_PHYS, 1, 4)","ATTK(AT_CLAW, AD_PHYS, 1, 4)","ATTK(AT_HUGS, AD_PHYS, 1, 8)",NO_ATTK,NO_ATTK,NO_ATTK,1250,550,MS_GROWL,MZ_LARGE,,,M1_ANIMAL | M1_HUMANOID | M1_CARNIVORE,M2_HOSTILE | M2_STRONG,M3_INFRAVISIBLE,CLR_BLACK,Apelike beasts,"tameable via banana; does not grow up into ape... not flagged as domestic, so no guilt penalty for eating non-pet one",
240,sasquatch,S_YETI,7,15,6,0,2,G_GENO | 1,"ATTK(AT_CLAW, AD_PHYS, 1, 6)","ATTK(AT_CLAW, AD_PHYS, 1, 6)","ATTK(AT_KICK, AD_PHYS, 1, 8)",NO_ATTK,NO_ATTK,NO_ATTK,1550,750,MS_GROWL,MZ_LARGE,,,M1_ANIMAL | M1_HUMANOID | M1_SEE_INVIS | M1_OMNIVORE,M2_STRONG,M3_INFRAVISIBLE,CLR_GRAY,Apelike beasts,"tameable via banana; does not grow up into ape... not flagged as domestic, so no guilt penalty for eating non-pet one",
241,kobold zombie,S_ZOMBIE,0,6,10,0,-2,G_GENO | G_NOCORPSE | 1,"ATTK(AT_CLAW, AD_PHYS, 1, 4)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,400,50,MS_SILENT,MZ_SMALL,MR_COLD | MR_SLEEP | MR_POISON,,M1_BREATHLESS | M1_MINDLESS | M1_HUMANOID | M1_POIS,M2_UNDEAD | M2_STALK | M2_HOSTILE,M3_INFRAVISION,CLR_BROWN,Zombies,,
242,gnome zombie,S_ZOMBIE,1,6,10,0,-2,G_GENO | G_NOCORPSE | 1,"ATTK(AT_CLAW, AD_PHYS, 1, 5)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,650,50,MS_SILENT,MZ_SMALL,MR_COLD | MR_SLEEP | MR_POISON,,M1_BREATHLESS | M1_MINDLESS | M1_HUMANOID | M1_POIS,M2_UNDEAD | M2_STALK | M2_HOSTILE | M2_GNOME,M3_INFRAVISION,CLR_BROWN,Zombies,,
243,orc zombie,S_ZOMBIE,2,6,9,0,-3,G_GENO | G_SGROUP | G_NOCORPSE | 1,"ATTK(AT_CLAW, AD_PHYS, 1, 6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,850,75,MS_SILENT,MZ_HUMAN,MR_COLD | MR_SLEEP | MR_POISON,,M1_BREATHLESS | M1_MINDLESS | M1_HUMANOID | M1_POIS,M2_UNDEAD | M2_STALK | M2_HOSTILE | M2_ORC,M3_INFRAVISION,CLR_GRAY,Zombies,,
244,dwarf zombie,S_ZOMBIE,2,6,9,0,-3,G_GENO | G_SGROUP | G_NOCORPSE | 1,"ATTK(AT_CLAW, AD_PHYS, 1, 6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,900,150,MS_SILENT,MZ_HUMAN,MR_COLD | MR_SLEEP | MR_POISON,,M1_BREATHLESS | M1_MINDLESS | M1_HUMANOID | M1_POIS,M2_UNDEAD | M2_STALK | M2_HOSTILE | M2_DWARF,M3_INFRAVISION,CLR_RED,Zombies,,
245,elf zombie,S_ZOMBIE,3,6,9,0,-3,G_GENO | G_SGROUP | G_NOCORPSE | 1,"ATTK(AT_CLAW, AD_PHYS, 1, 7)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,WT_ELF,175,MS_SILENT,MZ_HUMAN,MR_COLD | MR_SLEEP | MR_POISON,,M1_BREATHLESS | M1_MINDLESS | M1_HUMANOID,M2_UNDEAD | M2_STALK | M2_HOSTILE | M2_ELF,M3_INFRAVISION,CLR_GREEN,Zombies,,
246,human zombie,S_ZOMBIE,4,6,8,0,-3,G_GENO | G_SGROUP | G_NOCORPSE | 1,"ATTK(AT_CLAW, AD_PHYS, 1, 8)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,WT_HUMAN,200,MS_SILENT,MZ_HUMAN,MR_COLD | MR_SLEEP | MR_POISON,,M1_BREATHLESS | M1_MINDLESS | M1_HUMANOID,M2_UNDEAD | M2_STALK | M2_HOSTILE,M3_INFRAVISION,HI_DOMESTIC,Zombies,,
247,ettin zombie,S_ZOMBIE,6,8,6,0,-4,G_GENO | G_NOCORPSE | 1,"ATTK(AT_CLAW, AD_PHYS, 1, 10)","ATTK(AT_CLAW, AD_PHYS, 1, 10)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1700,250,MS_SILENT,MZ_HUGE,MR_COLD | MR_SLEEP | MR_POISON,,M1_BREATHLESS | M1_MINDLESS | M1_HUMANOID,M2_UNDEAD | M2_STALK | M2_HOSTILE | M2_STRONG,M3_INFRAVISION,CLR_BLUE,Zombies,,
248,ghoul,S_ZOMBIE,3,6,10,0,-2,G_GENO | G_NOCORPSE | 1,"ATTK(AT_CLAW, AD_PLYS, 1, 2)","ATTK(AT_CLAW, AD_PHYS, 1, 3)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,400,50,MS_SILENT,MZ_SMALL,MR_COLD | MR_SLEEP | MR_POISON,,M1_BREATHLESS | M1_MINDLESS | M1_HUMANOID | M1_POIS | M1_OMNIVORE,M2_UNDEAD | M2_WANDER | M2_HOSTILE,M3_INFRAVISION,CLR_BLACK,Zombies,,
249,giant zombie,S_ZOMBIE,8,8,6,0,-4,G_GENO | G_NOCORPSE | 1,"ATTK(AT_CLAW, AD_PHYS, 2, 8)","ATTK(AT_CLAW, AD_PHYS, 2, 8)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,2050,375,MS_SILENT,MZ_HUGE,MR_COLD | MR_SLEEP | MR_POISON,,M1_BREATHLESS | M1_MINDLESS | M1_HUMANOID,M2_UNDEAD | M2_STALK | M2_HOSTILE | M2_GIANT | M2_STRONG,M3_INFRAVISION,CLR_CYAN,Zombies,,
250,skeleton,S_ZOMBIE,12,8,4,0,0,G_NOCORPSE | G_NOGEN,"ATTK(AT_WEAP, AD_PHYS, 2, 6)","ATTK(AT_TUCH, AD_SLOW, 1, 6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,300,5,MS_BONES,MZ_HUMAN,MR_COLD | MR_SLEEP | MR_POISON | MR_STONE,,M1_BREATHLESS | M1_MINDLESS | M1_HUMANOID | M1_THICK_HIDE,M2_UNDEAD | M2_WANDER | M2_HOSTILE | M2_STRONG | M2_COLLECT| M2_NASTY,M3_INFRAVISION,CLR_WHITE,Zombies,,
251,straw golem,S_GOLEM,3,12,10,0,0,G_NOCORPSE | 1,"ATTK(AT_CLAW, AD_PHYS, 1, 2)","ATTK(AT_CLAW, AD_PHYS, 1, 2)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,400,0,MS_SILENT,MZ_LARGE,MR_COLD | MR_SLEEP | MR_POISON,,M1_BREATHLESS | M1_MINDLESS | M1_HUMANOID,M2_HOSTILE | M2_NEUTER,,CLR_YELLOW,golems,,
252,paper golem,S_GOLEM,3,12,10,0,0,G_NOCORPSE | 1,"ATTK(AT_CLAW, AD_PHYS, 1, 3)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,400,0,MS_SILENT,MZ_LARGE,MR_COLD | MR_SLEEP | MR_POISON,,M1_BREATHLESS | M1_MINDLESS | M1_HUMANOID,M2_HOSTILE | M2_NEUTER,,HI_PAPER,golems,,
253,rope golem,S_GOLEM,4,9,8,0,0,G_NOCORPSE | 1,"ATTK(AT_CLAW, AD_PHYS, 1, 4)","ATTK(AT_CLAW, AD_PHYS, 1, 4)","ATTK(AT_HUGS, AD_PHYS, 6, 1)",NO_ATTK,NO_ATTK,NO_ATTK,450,0,MS_SILENT,MZ_LARGE,MR_SLEEP | MR_POISON,,M1_BREATHLESS | M1_MINDLESS | M1_HUMANOID,M2_HOSTILE | M2_NEUTER,,CLR_BROWN,golems,,
254,gold golem,S_GOLEM,5,9,6,0,0,G_NOCORPSE | 1,"ATTK(AT_CLAW, AD_PHYS, 2, 3)","ATTK(AT_CLAW, AD_PHYS, 2, 3)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,450,0,MS_SILENT,MZ_LARGE,MR_SLEEP | MR_POISON | MR_ACID,,M1_BREATHLESS | M1_MINDLESS | M1_HUMANOID | M1_THICK_HIDE,M2_HOSTILE | M2_NEUTER,,HI_GOLD,golems,,
255,leather golem,S_GOLEM,6,6,6,0,0,G_NOCORPSE | 1,"ATTK(AT_CLAW, AD_PHYS, 1, 6)","ATTK(AT_CLAW, AD_PHYS, 1, 6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,800,0,MS_SILENT,MZ_LARGE,MR_SLEEP | MR_POISON,,M1_BREATHLESS | M1_MINDLESS | M1_HUMANOID,M2_HOSTILE | M2_NEUTER,,HI_LEATHER,golems,,
256,wood golem,S_GOLEM,7,3,4,0,0,G_NOCORPSE | 1,"ATTK(AT_CLAW, AD_PHYS, 3, 4)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,900,0,MS_SILENT,MZ_LARGE,MR_COLD | MR_SLEEP | MR_POISON,,M1_BREATHLESS | M1_MINDLESS | M1_HUMANOID | M1_THICK_HIDE,M2_HOSTILE | M2_NEUTER,,HI_WOOD,golems,,
257,flesh golem,S_GOLEM,9,8,9,30,0,,"ATTK(AT_CLAW, AD_PHYS, 2, 8)","ATTK(AT_CLAW, AD_PHYS, 2, 8)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1400,600,MS_SILENT,MZ_LARGE,MR_FIRE | MR_COLD | MR_ELEC | MR_SLEEP | MR_POISON,MR_FIRE | MR_COLD | MR_ELEC | MR_SLEEP | MR_POISON,M1_BREATHLESS | M1_MINDLESS | M1_HUMANOID,M2_HOSTILE | M2_STRONG,,CLR_RED,golems,,
258,clay golem,S_GOLEM,11,7,7,40,0,G_NOCORPSE | 1,"ATTK(AT_CLAW, AD_PHYS, 3, 10)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1550,0,MS_SILENT,MZ_LARGE,MR_SLEEP | MR_POISON,,M1_BREATHLESS | M1_MINDLESS | M1_HUMANOID | M1_THICK_HIDE,M2_HOSTILE | M2_STRONG,,CLR_BROWN,golems,,
259,stone golem,S_GOLEM,14,6,5,50,0,G_NOCORPSE | 1,"ATTK(AT_CLAW, AD_PHYS, 3, 8)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1900,0,MS_SILENT,MZ_LARGE,MR_SLEEP | MR_POISON | MR_STONE,,M1_BREATHLESS | M1_MINDLESS | M1_HUMANOID | M1_THICK_HIDE,M2_HOSTILE | M2_STRONG,,CLR_GRAY,golems,,
260,glass golem,S_GOLEM,16,6,1,50,0,G_NOCORPSE | 1,"ATTK(AT_CLAW, AD_PHYS, 2, 8)","ATTK(AT_CLAW, AD_PHYS, 2, 8)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1800,0,MS_SILENT,MZ_LARGE,MR_SLEEP | MR_POISON | MR_ACID,,M1_BREATHLESS | M1_MINDLESS | M1_HUMANOID | M1_THICK_HIDE,M2_HOSTILE | M2_STRONG,,CLR_CYAN,golems,,
261,iron golem,S_GOLEM,18,6,3,60,0,G_NOCORPSE | 1,"ATTK(AT_WEAP, AD_PHYS, 4, 10)","ATTK(AT_BREA, AD_DRST, 4, 6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,2000,0,MS_SILENT,MZ_LARGE,MR_FIRE | MR_COLD | MR_ELEC | MR_SLEEP | MR_POISON,,M1_BREATHLESS | M1_MINDLESS | M1_HUMANOID | M1_THICK_HIDE | M1_POIS,M2_HOSTILE | M2_STRONG | M2_COLLECT,,HI_METAL,golems,,
262,human,S_HUMAN,0,12,10,0,0,,"ATTK(AT_WEAP, AD_PHYS, 1, 6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,WT_HUMAN,400,MS_HUMANOID,MZ_HUMAN,,,M1_HUMANOID | M1_OMNIVORE,M2_NOPOLY | M2_HUMAN | M2_STRONG | M2_COLLECT,M3_INFRAVISIBLE,HI_DOMESTIC,"humans, including elves and were-critters",for corpses,
263,wererat,S_HUMAN,2,12,10,10,-7,,"ATTK(AT_WEAP, AD_PHYS, 2, 4)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,WT_HUMAN,400,MS_WERE,MZ_HUMAN,MR_POISON,,M1_HUMANOID | M1_POIS | M1_REGEN | M1_OMNIVORE,M2_NOPOLY | M2_WERE | M2_HOSTILE | M2_HUMAN | M2_COLLECT,M3_INFRAVISIBLE,CLR_BROWN,"humans, including elves and were-critters",,
264,werejackal,S_HUMAN,2,12,10,10,-7,,"ATTK(AT_WEAP, AD_PHYS, 2, 4)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,WT_HUMAN,400,MS_WERE,MZ_HUMAN,MR_POISON,,M1_HUMANOID | M1_POIS | M1_REGEN | M1_OMNIVORE,M2_NOPOLY | M2_WERE | M2_HOSTILE | M2_HUMAN | M2_COLLECT,M3_INFRAVISIBLE,CLR_RED,"humans, including elves and were-critters",,
265,werewolf,S_HUMAN,5,12,10,20,-7,,"ATTK(AT_WEAP, AD_PHYS, 2, 4)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,WT_HUMAN,400,MS_WERE,MZ_HUMAN,MR_POISON,,M1_HUMANOID | M1_POIS | M1_REGEN | M1_OMNIVORE,M2_NOPOLY | M2_WERE | M2_HOSTILE | M2_HUMAN | M2_COLLECT,M3_INFRAVISIBLE,CLR_ORANGE,"humans, including elves and were-critters",,
266,elf,S_HUMAN,10,12,10,2,-3,,"ATTK(AT_WEAP, AD_PHYS, 1, 8)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,WT_ELF,350,MS_HUMANOID,MZ_HUMAN,MR_SLEEP,MR_SLEEP,M1_HUMANOID | M1_OMNIVORE | M1_SEE_INVIS,M2_NOPOLY | M2_ELF | M2_STRONG | M2_COLLECT,M3_INFRAVISION | M3_INFRAVISIBLE,HI_DOMESTIC,"humans, including elves and were-critters",for corpses,
267,Woodland-elf,S_HUMAN,4,12,10,10,-5,G_GENO | G_SGROUP | 2,"ATTK(AT_WEAP, AD_PHYS, 2, 4)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,WT_ELF,350,MS_HUMANOID,MZ_HUMAN,MR_SLEEP,MR_SLEEP,M1_HUMANOID | M1_OMNIVORE | M1_SEE_INVIS,M2_ELF | M2_COLLECT,M3_INFRAVISIBLE | M3_INFRAVISION,CLR_GREEN,"humans, including elves and were-critters",,
268,Green-elf,S_HUMAN,5,12,10,10,-6,G_GENO | G_SGROUP | 2,"ATTK(AT_WEAP, AD_PHYS, 2, 4)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,WT_ELF,350,MS_HUMANOID,MZ_HUMAN,MR_SLEEP,MR_SLEEP,M1_HUMANOID | M1_OMNIVORE | M1_SEE_INVIS,M2_ELF | M2_COLLECT,M3_INFRAVISIBLE | M3_INFRAVISION,CLR_BRIGHT_GREEN,"humans, including elves and were-critters",,
269,Grey-elf,S_HUMAN,6,12,10,10,-7,G_GENO | G_SGROUP | 2,"ATTK(AT_WEAP, AD_PHYS, 2, 4)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,WT_ELF,350,MS_HUMANOID,MZ_HUMAN,MR_SLEEP,MR_SLEEP,M1_HUMANOID | M1_OMNIVORE | M1_SEE_INVIS,M2_ELF | M2_COLLECT,M3_INFRAVISIBLE | M3_INFRAVISION,CLR_GRAY,"humans, including elves and were-critters",,
